filename,transcript
rep_0063.wav,five nine three five four
cs_0529.wav,november foxtrot eight november foxtrot
rep_0263.wav,five nine nine one nine
cs_0274.wav,juliett five foxtrot quebec
cs_0152.wav,whiskey oscar five uniform charlie whiskey
cs_0502.wav,kilo mike eight lima golf
cs_0231.wav,tango one lima quebec victor
rep_0169.wav,five nine
cs_0863.wav,whiskey india six hotel yankee
cs_0436.wav,india tango six tango foxtrot
rep_0045.wav,five nine zero nine seven
rep_0382.wav,five nine nine seven nine
rep_0203.wav,five nine three one six
cs_0594.wav,kilo whiskey nine oscar uniform
cs_0271.wav,whiskey india four victor sierra
rep_0230.wav,five nine two seven zero
rep_0356.wav,five nine
cs_0334.wav,golf papa eight november whiskey
cs_0409.wav,november golf five foxtrot
cs_0027.wav,juliett quebec seven november sierra juliett
rep_0127.wav,five nine five five six
cs_0823.wav,kilo two charlie uniform
cs_0220.wav,november six juliett juliett romeo
rep_0342.wav,five nine one seven zero
cs_0126.wav,juliett romeo seven x-ray papa india
cs_0008.wav,juliett india zero yankee whiskey november
cs_0621.wav,juliett two tango victor
rep_0021.wav,five nine five three nine
cs_0864.wav,sierra nine india uniform
cs_0245.wav,whiskey zero foxtrot kilo charlie
cs_0901.wav,papa quebec four lima sierra
rep_0258.wav,five nine zero zero zero
rep_0049.wav,five nine seven six zero
cs_0795.wav,whiskey whiskey five echo zulu
cs_0494.wav,kilo four hotel yankee
cs_0095.wav,juliett x-ray one hotel uniform delta
cs_0163.wav,x-ray one bravo papa charlie
cs_0423.wav,whiskey delta six delta
cs_0414.wav,kilo juliett eight hotel charlie
rep_0143.wav,five nine three two eight
cs_0918.wav,yankee alpha three uniform
cs_0141.wav,juliett mike four november lima foxtrot
cs_0004.wav,juliett lima eight kilo oscar lima
rep_0340.wav,five nine eight three zero
cs_0541.wav,juliett kilo two uniform kilo
rep_0217.wav,five nine eight six four nine
cs_0561.wav,victor papa seven oscar whiskey
cs_0964.wav,lima romeo eight quebec victor
cs_0137.wav,juliett india zero golf mike india
cs_0045.wav,juliett november two yankee golf papa
cs_0441.wav,alpha papa four foxtrot juliett
rep_0172.wav,five nine one eight nine
rep_0257.wav,five nine eight six four
cs_0392.wav,november golf nine juliett foxtrot
cs_0920.wav,yankee zulu nine hotel
cs_0695.wav,papa papa one delta yankee
rep_0323.wav,five nine three nine two
rep_0078.wav,five nine five seven two
cs_0969.wav,november tango two uniform uniform
cs_0664.wav,juliett delta six sierra november
cs_0007.wav,juliett echo three alpha whiskey uniform
rep_0374.wav,five nine one seven seven
cs_0156.wav,juliett uniform zero lima november juliett
cs_0195.wav,november nine yankee lima victor
cs_0705.wav,quebec sierra three charlie juliett
cs_0855.wav,alpha zero whiskey
rep_0181.wav,five nine two three seven
cs_0571.wav,kilo charlie four quebec victor
cs_0749.wav,india tango three hotel delta
cs_0202.wav,zulu zulu nine bravo oscar uniform
cs_0567.wav,november mike seven sierra whiskey
rep_0378.wav,five nine three seven nine eight
cs_0349.wav,tango delta eight romeo foxtrot
rep_0157.wav,five nine eight one two
rep_0079.wav,five nine three seven one
rep_0322.wav,five nine eight two nine
cs_0003.wav,juliett delta zero golf uniform alpha
cs_0061.wav,juliett romeo four foxtrot victor lima
cs_0094.wav,juliett golf eight sierra kilo whiskey
rep_0389.wav,five nine
cs_0308.wav,november sierra five zulu kilo
cs_0768.wav,juliett tango zero alpha
cs_0634.wav,charlie echo five alpha oscar
cs_0570.wav,zulu golf three x-ray foxtrot
cs_0093.wav,juliett hotel one uniform charlie tango
rep_0052.wav,five nine seven seven six
rep_0139.wav,five nine eight five six
cs_0908.wav,whiskey quebec four lima zulu
cs_0506.wav,november nine zulu juliett
cs_0428.wav,kilo yankee four victor victor
cs_0314.wav,kilo tango eight kilo kilo
cs_0735.wav,kilo mike seven yankee alpha
rep_0071.wav,five nine three four three
cs_0108.wav,juliett x-ray one alpha india india
cs_0029.wav,juliett oscar six uniform bravo sierra
cs_0331.wav,whiskey one lima charlie
rep_0246.wav,five nine six three one
cs_0688.wav,whiskey november four x-ray
rep_0075.wav,five nine three zero seven
rep_0260.wav,five nine nine nine zero
cs_0329.wav,delta victor five oscar zulu
cs_0831.wav,kilo four lima mike
rep_0379.wav,five nine one nine two seven
rep_0105.wav,five nine two six two
cs_0626.wav,november yankee two lima
cs_0089.wav,juliett mike nine juliett uniform uniform
cs_0708.wav,november zulu four bravo charlie
rep_0328.wav,five nine
cs_0132.wav,juliett echo zero uniform juliett foxtrot
cs_0481.wav,x-ray five oscar yankee
cs_0807.wav,november foxtrot three hotel foxtrot
cs_0069.wav,juliett foxtrot two november victor x-ray
rep_0170.wav,five nine zero eight zero
cs_0833.wav,sierra yankee three india bravo
rep_0207.wav,five nine one six six
cs_0789.wav,november two foxtrot
rep_0268.wav,five nine six two six
rep_0334.wav,five nine zero one three
cs_0599.wav,juliett one yankee
rep_0242.wav,five nine five eight six
cs_0473.wav,oscar mike four papa echo
cs_0725.wav,golf hotel nine tango november
cs_0556.wav,romeo lima five november quebec
cs_0068.wav,juliett kilo six zulu alpha quebec
rep_0359.wav,five nine
cs_0771.wav,kilo kilo one tango
rep_0144.wav,five nine
cs_0524.wav,whiskey x-ray five hotel x-ray
cs_0819.wav,whiskey golf four x-ray papa
cs_0356.wav,november lima one golf alpha
cs_0219.wav,november eight mike juliett victor
cs_0910.wav,november x-ray five mike victor
cs_0145.wav,juliett delta eight uniform whiskey juliett
rep_0210.wav,five nine eight one seven
cs_0057.wav,juliett kilo four papa papa papa
cs_0164.wav,november two papa lima echo
cs_0014.wav,juliett charlie two golf delta zulu
cs_0991.wav,november nine golf charlie
cs_0786.wav,kilo whiskey three juliett whiskey
rep_0287.wav,five nine eight nine nine one
rep_0069.wav,five nine five two seven
cs_0258.wav,whiskey zulu nine x-ray sierra
cs_0401.wav,echo papa five uniform tango
cs_0884.wav,lima alpha eight quebec
cs_0461.wav,charlie nine uniform
cs_0762.wav,mike sierra three papa
cs_0706.wav,hotel echo six foxtrot november
cs_0887.wav,kilo zulu five whiskey x-ray
cs_0686.wav,alpha kilo zero oscar golf
rep_0320.wav,five nine four seven one
cs_0286.wav,juliett delta three zulu charlie
cs_0170.wav,november foxtrot five kilo charlie papa
cs_0844.wav,november foxtrot one mike victor
cs_0268.wav,golf golf one zulu
cs_0931.wav,whiskey five uniform hotel
rep_0175.wav,five nine seven eight two three
cs_0651.wav,kilo nine tango whiskey
cs_0610.wav,uniform mike three victor
cs_0788.wav,victor lima three india delta
cs_0492.wav,sierra delta one quebec
cs_0416.wav,bravo nine uniform zulu
cs_0419.wav,victor four lima
cs_0031.wav,juliett quebec five charlie november juliett
cs_0096.wav,juliett papa eight yankee quebec alpha
cs_0038.wav,juliett golf nine whiskey victor foxtrot
cs_0483.wav,yankee six tango india
cs_0543.wav,alpha five alpha zulu
rep_0056.wav,five nine zero five three
cs_0403.wav,victor echo four tango echo
cs_0522.wav,victor x-ray three zulu golf
rep_0281.wav,five nine two two eight
cs_0696.wav,november charlie zero foxtrot x-ray
cs_0672.wav,golf kilo four bravo lima
cs_0372.wav,juliett lima four india
cs_0533.wav,mike oscar nine kilo foxtrot
cs_0216.wav,kilo x-ray four whiskey hotel delta
cs_0821.wav,november four x-ray
cs_0574.wav,kilo victor eight x-ray mike
rep_0222.wav,five nine eight two nine
cs_0236.wav,whiskey delta six alpha juliett zulu
cs_0523.wav,juliett tango five victor romeo
rep_0100.wav,five nine five nine nine
cs_0260.wav,whiskey delta eight foxtrot
cs_0073.wav,juliett quebec four charlie victor november
cs_0194.wav,kilo oscar eight bravo bravo november
cs_0171.wav,whiskey papa three bravo juliett romeo
cs_0629.wav,november bravo six oscar juliett
cs_0197.wav,november tango five echo papa oscar
cs_0949.wav,sierra kilo six x-ray echo
cs_0745.wav,november hotel five golf delta
cs_0620.wav,november romeo five bravo
cs_0904.wav,uniform victor eight uniform
cs_0627.wav,echo bravo zero kilo kilo
cs_0658.wav,golf uniform four foxtrot foxtrot
cs_0155.wav,whiskey six juliett papa juliett
cs_0422.wav,kilo hotel four mike papa
rep_0308.wav,five nine
cs_0689.wav,whiskey november two uniform
rep_0321.wav,five nine zero one seven
cs_0128.wav,juliett charlie seven romeo oscar golf
cs_0165.wav,bravo nine echo sierra victor
cs_0694.wav,zulu bravo two oscar golf
rep_0355.wav,five nine six six eight
cs_0659.wav,mike victor one mike yankee
cs_0182.wav,yankee three mike delta november
rep_0019.wav,five nine three seven three five
cs_0085.wav,juliett delta eight golf india delta
cs_0613.wav,golf five delta uniform
rep_0140.wav,five nine seven nine nine
rep_0038.wav,five nine two five five
rep_0023.wav,five nine five nine eight
cs_0825.wav,whiskey six mike victor
rep_0388.wav,five nine three one one
cs_0718.wav,lima tango five tango mike
cs_0549.wav,whiskey charlie three zulu yankee
cs_0244.wav,juliett two charlie india uniform
cs_0837.wav,mike victor six uniform foxtrot
cs_0433.wav,kilo juliett one bravo
rep_0335.wav,five nine five eight four
cs_0717.wav,papa oscar three yankee juliett
rep_0082.wav,five nine eight two seven
cs_0365.wav,whiskey zero zulu
cs_0532.wav,whiskey whiskey eight november
cs_0188.wav,sierra eight zulu golf alpha
cs_0820.wav,november uniform zero romeo echo
cs_0306.wav,november juliett five romeo golf
rep_0294.wav,five nine eight seven one
rep_0376.wav,five nine three eight nine
cs_0055.wav,juliett echo four november zulu juliett
rep_0307.wav,five nine one four three
cs_0509.wav,juliett golf one hotel kilo
cs_0225.wav,kilo bravo nine echo yankee charlie
cs_0065.wav,juliett mike three kilo uniform x-ray
cs_0763.wav,whiskey tango one lima
cs_0843.wav,zulu zulu six tango papa
cs_0222.wav,alpha romeo one hotel papa echo
cs_0775.wav,kilo two uniform papa
rep_0014.wav,five nine five four three
cs_0711.wav,whiskey x-ray seven alpha charlie
cs_0995.wav,juliett uniform seven november hotel
cs_0234.wav,november four golf delta hotel
rep_0182.wav,five nine nine seven three
rep_0089.wav,five nine four nine eight
cs_0348.wav,kilo charlie six alpha juliett
rep_0036.wav,five nine one four one six
cs_0498.wav,sierra charlie three november foxtrot
cs_0994.wav,juliett whiskey four delta
rep_0068.wav,five nine
cs_0776.wav,whiskey foxtrot four victor golf
cs_0731.wav,kilo uniform zero oscar victor
cs_0367.wav,november seven tango foxtrot
cs_0087.wav,juliett whiskey six mike victor juliett
cs_0800.wav,november five tango oscar
cs_0891.wav,zulu yankee three sierra golf
cs_0955.wav,whiskey six yankee alpha
cs_0399.wav,juliett echo five juliett foxtrot
cs_0728.wav,juliett lima six charlie alpha
cs_0501.wav,november romeo five x-ray uniform
cs_0666.wav,romeo kilo six alpha
cs_0247.wav,juliett juliett nine india mike papa
cs_0361.wav,whiskey whiskey eight india
cs_0425.wav,sierra delta seven victor yankee
cs_0611.wav,mike lima one alpha
rep_0004.wav,five nine one four three
cs_0054.wav,juliett quebec five romeo uniform victor
rep_0234.wav,five nine one eight one
rep_0031.wav,five nine six one nine
rep_0262.wav,five nine four seven seven
rep_0248.wav,five nine
cs_0951.wav,kilo three kilo uniform
cs_0999.wav,oscar foxtrot eight alpha
cs_0603.wav,uniform november eight echo delta
cs_0792.wav,november delta six whiskey
cs_0518.wav,hotel zulu eight november golf
rep_0254.wav,five nine nine five four
cs_0140.wav,juliett india five mike sierra echo
cs_0790.wav,kilo four alpha india
cs_0448.wav,juliett zero delta
cs_0157.wav,kilo quebec five kilo november yankee
rep_0298.wav,five nine nine four five
rep_0369.wav,five nine zero one zero
cs_0554.wav,mike four mike juliett
cs_0313.wav,november four uniform alpha
rep_0375.wav,five nine five one nine
cs_0947.wav,hotel whiskey eight bravo
cs_0702.wav,quebec juliett three quebec
cs_0192.wav,november mike four golf x-ray delta
rep_0280.wav,five nine
cs_0801.wav,november tango seven papa x-ray
cs_0142.wav,juliett hotel nine alpha lima zulu
cs_0981.wav,whiskey oscar nine papa romeo
rep_0093.wav,five nine zero three three
cs_0893.wav,kilo uniform four zulu oscar
rep_0276.wav,five nine zero five two
rep_0040.wav,five nine five four zero
rep_0195.wav,five nine six five one
cs_0199.wav,whiskey mike five tango echo oscar
cs_0020.wav,juliett tango six papa quebec echo
cs_0907.wav,whiskey alpha three tango victor
cs_0676.wav,uniform juliett six bravo
cs_0872.wav,delta juliett seven papa
cs_0815.wav,november delta four juliett november
cs_0297.wav,juliett delta six bravo delta
cs_0420.wav,foxtrot hotel zero india bravo
cs_0954.wav,papa two romeo
rep_0224.wav,five nine four five seven zero
cs_0217.wav,kilo victor one golf mike echo
rep_0399.wav,five nine two zero four
cs_0242.wav,kilo tango zero lima uniform echo
cs_0201.wav,juliett lima five november delta zulu
cs_0608.wav,uniform oscar seven hotel foxtrot
cs_0090.wav,juliett whiskey zero romeo bravo whiskey
cs_0408.wav,oscar five mike
rep_0098.wav,five nine zero eight three
cs_0669.wav,india x-ray two uniform tango
cs_0756.wav,november echo five charlie oscar
cs_0346.wav,delta romeo zero quebec bravo
cs_0318.wav,juliett four tango papa
cs_0105.wav,juliett november zero kilo juliett yankee
rep_0007.wav,five nine nine five three
cs_0153.wav,whiskey india eight uniform whiskey tango
rep_0106.wav,five nine nine zero six
cs_0803.wav,november four golf whiskey
rep_0310.wav,five nine two six zero
rep_0017.wav,five nine eight one nine
rep_0290.wav,five nine nine five six
cs_0429.wav,tango mike four x-ray bravo
cs_0813.wav,india hotel five kilo
cs_0391.wav,victor charlie nine delta
cs_0480.wav,whiskey yankee four juliett india
rep_0208.wav,five nine one five two
rep_0055.wav,five nine
cs_0119.wav,juliett romeo one romeo india kilo
rep_0400.wav,five nine zero five six
cs_0767.wav,kilo two echo mike
cs_0555.wav,victor six zulu delta
rep_0050.wav,five nine seven two zero six
rep_0104.wav,five nine five three zero seven
cs_0026.wav,juliett whiskey one hotel romeo charlie
rep_0197.wav,five nine zero four zero
rep_0353.wav,five nine five three four
cs_0030.wav,juliett uniform one bravo foxtrot hotel
cs_0879.wav,x-ray x-ray three uniform november
rep_0108.wav,five nine two six five
cs_0540.wav,golf three uniform
cs_0827.wav,whiskey one papa
rep_0394.wav,five nine nine three five
cs_0642.wav,kilo eight hotel november
rep_0367.wav,five nine
cs_0255.wav,whiskey whiskey three x-ray oscar
cs_0495.wav,whiskey delta two golf
rep_0091.wav,five nine seven nine one
cs_0279.wav,whiskey x-ray zero papa
cs_0761.wav,juliett six golf uniform
cs_0046.wav,juliett golf six lima romeo lima
cs_0249.wav,delta whiskey eight romeo november juliett
cs_0238.wav,juliett whiskey four romeo quebec mike
cs_0465.wav,november zero echo
cs_0418.wav,kilo one golf charlie
rep_0136.wav,five nine zero zero five
cs_0646.wav,hotel whiskey two tango juliett
rep_0094.wav,five nine four zero eight
rep_0275.wav,five nine eight three seven eight
cs_0276.wav,whiskey sierra seven foxtrot delta
cs_0616.wav,whiskey india five sierra foxtrot
cs_0915.wav,golf one india
rep_0037.wav,five nine five one seven
rep_0118.wav,five nine zero zero zero
cs_0799.wav,juliett five tango yankee
cs_0277.wav,whiskey zero india whiskey
cs_0209.wav,whiskey hotel eight sierra uniform papa
rep_0296.wav,five nine seven five eight two
cs_0387.wav,whiskey quebec four uniform november
cs_0935.wav,mike sierra one alpha zulu
cs_0660.wav,kilo seven hotel
cs_0899.wav,kilo papa one delta sierra
cs_0869.wav,november victor zero juliett x-ray
cs_0591.wav,whiskey foxtrot two echo yankee
cs_0023.wav,juliett tango six golf juliett foxtrot
rep_0255.wav,five nine zero six two
rep_0223.wav,five nine two five three
cs_0497.wav,whiskey bravo nine romeo lima
rep_0398.wav,five nine four five four
rep_0284.wav,five nine zero eight two
rep_0088.wav,five nine four six six
cs_0229.wav,yankee six lima lima lima
cs_0110.wav,juliett foxtrot three papa papa quebec
rep_0099.wav,five nine nine eight four zero
rep_0196.wav,five nine nine two three three
rep_0020.wav,five nine zero zero nine
cs_0607.wav,whiskey nine romeo alpha
rep_0180.wav,five nine one three five
rep_0371.wav,five nine three seven six
rep_0154.wav,five nine five one three
cs_0774.wav,november nine charlie lima
cs_0035.wav,juliett zulu zero tango papa november
cs_1000.wav,november five quebec
cs_0797.wav,juliett tango five hotel
cs_0623.wav,victor foxtrot six november tango
cs_0173.wav,quebec five oscar juliett echo
cs_0547.wav,hotel whiskey one quebec
cs_0389.wav,whiskey mike two whiskey india
cs_0978.wav,whiskey mike three bravo quebec
cs_0618.wav,mike victor five lima bravo
rep_0348.wav,five nine three six eight
cs_0649.wav,papa foxtrot six india whiskey
rep_0046.wav,five nine four one eight
cs_0560.wav,india bravo zero november
cs_0036.wav,juliett hotel one romeo charlie quebec
cs_0434.wav,foxtrot two sierra tango
cs_0056.wav,juliett uniform six kilo tango alpha
cs_0917.wav,kilo kilo six papa
cs_0671.wav,whiskey four whiskey
cs_0782.wav,echo foxtrot two november hotel
rep_0192.wav,five nine two nine nine
cs_0237.wav,foxtrot eight bravo charlie x-ray
rep_0003.wav,five nine eight three one
cs_0460.wav,whiskey india nine romeo
cs_0452.wav,golf november two romeo yankee
rep_0156.wav,five nine five eight zero
cs_0569.wav,whiskey five sierra
cs_0415.wav,lima four alpha papa
cs_0311.wav,bravo x-ray eight sierra tango
cs_0583.wav,romeo india zero oscar
rep_0162.wav,five nine eight seven zero
rep_0146.wav,five nine eight nine one
rep_0187.wav,five nine seven one
rep_0087.wav,five nine four seven one three
cs_0588.wav,juliett papa two india zulu
rep_0249.wav,five nine one eight three
rep_0363.wav,five nine five three eight
rep_0184.wav,five nine six three eight
cs_0741.wav,whiskey india five hotel delta
cs_0298.wav,oscar uniform six tango whiskey
cs_0905.wav,juliett november one hotel
cs_0470.wav,quebec quebec two kilo whiskey
cs_0466.wav,kilo victor zero mike alpha
cs_0845.wav,juliett six oscar whiskey
rep_0286.wav,five nine
cs_0535.wav,november seven quebec india
cs_0898.wav,delta quebec eight echo yankee
cs_0440.wav,bravo bravo one charlie november
rep_0327.wav,five nine seven seven three
cs_0793.wav,lima papa two alpha foxtrot
cs_0459.wav,yankee five juliett echo
cs_0601.wav,mike one victor foxtrot
cs_0867.wav,juliett four foxtrot mike
cs_0759.wav,kilo kilo eight lima
rep_0135.wav,five nine nine seven nine
rep_0314.wav,five nine two nine one
rep_0397.wav,five nine two seven five
rep_0186.wav,five nine seven four one
rep_0279.wav,five nine
rep_0081.wav,five nine one one nine
rep_0131.wav,five nine zero three six
rep_0057.wav,five nine eight six three
rep_0171.wav,five nine six seven four
cs_0092.wav,juliett papa seven romeo yankee juliett
cs_0224.wav,juliett sierra zero india juliett delta
rep_0012.wav,five nine
rep_0350.wav,five nine two zero one
rep_0343.wav,five nine four five zero
cs_0455.wav,kilo delta nine alpha kilo
rep_0303.wav,five nine
cs_0290.wav,juliett delta seven golf zulu
rep_0261.wav,five nine three four eight
rep_0163.wav,five nine four three two
rep_0053.wav,five nine seven six four
cs_0292.wav,delta echo seven india kilo
rep_0299.wav,five nine five three four
rep_0212.wav,five nine one eight five
cs_0633.wav,victor november seven delta alpha
cs_0839.wav,juliett romeo eight yankee
rep_0252.wav,five nine five four zero
cs_0934.wav,whiskey delta nine zulu
cs_0719.wav,kilo mike four zulu india
cs_0396.wav,kilo romeo four echo victor
cs_0158.wav,tango quebec eight lima bravo november
cs_0753.wav,golf golf two delta mike
cs_0005.wav,juliett bravo four oscar foxtrot whiskey
cs_0082.wav,juliett charlie one alpha whiskey mike
rep_0159.wav,five nine one four two
cs_0321.wav,november five zulu
cs_0808.wav,kilo five whiskey juliett
cs_0006.wav,juliett charlie seven sierra juliett hotel
cs_0983.wav,whiskey nine tango lima
rep_0028.wav,five nine three nine two
cs_0515.wav,victor november nine golf delta
cs_0657.wav,whiskey zero alpha
cs_0944.wav,november x-ray seven foxtrot whiskey
cs_0527.wav,whiskey foxtrot zero oscar hotel
cs_0644.wav,november papa two mike lima
rep_0364.wav,five nine one two five
cs_0989.wav,november six sierra
cs_0251.wav,november uniform one echo zulu
cs_0373.wav,yankee two tango kilo
rep_0360.wav,five nine
cs_0235.wav,sierra one november victor golf
rep_0042.wav,five nine
cs_0116.wav,juliett echo one golf juliett mike
cs_0493.wav,juliett november nine lima juliett
rep_0266.wav,five nine six zero five eight
cs_0208.wav,romeo delta eight alpha oscar mike
cs_0053.wav,juliett november zero quebec golf november
cs_0830.wav,whiskey lima seven lima
cs_0758.wav,whiskey seven echo hotel
rep_0114.wav,five nine
cs_0330.wav,juliett victor zero x-ray juliett
cs_0943.wav,victor nine delta victor
cs_0812.wav,juliett tango one uniform
rep_0138.wav,five nine eight eight four nine
rep_0250.wav,five nine seven six eight
cs_0525.wav,november alpha seven golf
cs_0592.wav,tango eight papa
cs_0531.wav,kilo seven november sierra
cs_0932.wav,whiskey november one charlie bravo
cs_0024.wav,juliett yankee seven juliett lima kilo
cs_0066.wav,juliett quebec six papa india juliett
cs_0785.wav,romeo oscar one lima
cs_0133.wav,juliett x-ray one echo november uniform
rep_0227.wav,five nine
cs_0928.wav,kilo five quebec
cs_0939.wav,x-ray eight tango mike
cs_0281.wav,whiskey three kilo november
cs_0040.wav,juliett whiskey three tango mike yankee
cs_0304.wav,juliett foxtrot five uniform
cs_0273.wav,yankee india five november charlie
cs_0519.wav,kilo alpha seven x-ray kilo
cs_0043.wav,juliett november two foxtrot papa tango
cs_0698.wav,kilo one juliett golf
rep_0221.wav,five nine four two six
cs_0842.wav,juliett two whiskey tango
cs_0832.wav,juliett nine yankee
rep_0148.wav,five nine
cs_0513.wav,sierra kilo zero kilo
cs_0516.wav,november delta two victor hotel
cs_0100.wav,juliett lima one lima golf foxtrot
rep_0265.wav,five nine
cs_0462.wav,juliett foxtrot eight alpha
cs_0902.wav,oscar five sierra romeo
rep_0191.wav,five nine six four one
cs_0316.wav,november three lima whiskey
cs_0809.wav,whiskey five echo victor
cs_0196.wav,kilo oscar eight alpha delta echo
cs_0683.wav,oscar one oscar echo
cs_0661.wav,whiskey charlie zero victor india
cs_0052.wav,juliett yankee eight delta alpha echo
cs_0777.wav,x-ray victor three uniform quebec
cs_0716.wav,victor three papa delta
cs_0438.wav,uniform oscar five papa
cs_0382.wav,november juliett eight tango charlie
rep_0141.wav,five nine five four eight
rep_0215.wav,five nine two two two
rep_0319.wav,five nine seven six three
cs_0154.wav,oscar juliett six uniform charlie x-ray
cs_0303.wav,whiskey five alpha
cs_0988.wav,juliett victor two victor oscar
cs_0816.wav,whiskey echo nine sierra uniform
cs_0546.wav,kilo three quebec bravo
cs_0723.wav,kilo india five india sierra
rep_0373.wav,five nine three five two
cs_0903.wav,india echo zero romeo alpha
cs_0394.wav,echo echo three oscar mike
cs_0615.wav,charlie zulu one golf
cs_0261.wav,tango kilo zero india
rep_0043.wav,five nine nine two four
cs_0916.wav,quebec alpha zero zulu
cs_0484.wav,alpha india six alpha
cs_0650.wav,kilo kilo five kilo golf
cs_0379.wav,kilo oscar two victor x-ray
cs_0037.wav,juliett papa three whiskey x-ray delta
cs_0585.wav,foxtrot golf two zulu
cs_0584.wav,tango nine victor lima
cs_0909.wav,hotel zero mike lima
cs_0230.wav,november delta five zulu uniform lima
cs_0442.wav,romeo uniform four hotel uniform
rep_0155.wav,five nine zero zero zero
rep_0256.wav,five nine eight eight nine
cs_0402.wav,kilo november three tango
cs_0098.wav,juliett romeo seven echo echo lima
cs_0551.wav,whiskey romeo four lima zulu
rep_0211.wav,five nine nine five two
cs_0562.wav,oscar three echo papa
rep_0362.wav,five nine nine seven six
cs_0307.wav,charlie victor three foxtrot yankee
cs_0336.wav,whiskey charlie two bravo echo
cs_0381.wav,bravo zulu eight foxtrot
rep_0283.wav,five nine five seven seven
cs_0458.wav,delta november one romeo kilo
cs_0267.wav,whiskey victor two kilo mike
cs_0856.wav,sierra tango one alpha
cs_0486.wav,echo kilo four golf whiskey
cs_0488.wav,whiskey one yankee foxtrot
cs_0566.wav,whiskey mike one romeo papa
rep_0189.wav,five nine eight three zero
cs_0975.wav,sierra lima six november romeo
cs_0881.wav,kilo nine tango echo
cs_0959.wav,juliett bravo five romeo
cs_0136.wav,juliett juliett two bravo whiskey delta
cs_0149.wav,juliett victor five kilo india november
cs_0315.wav,romeo whiskey four mike foxtrot
cs_0161.wav,kilo victor seven uniform november foxtrot
cs_0670.wav,charlie bravo two x-ray romeo
rep_0185.wav,five nine one five zero
rep_0392.wav,five nine seven four five
rep_0101.wav,five nine three zero nine
cs_0840.wav,sierra six oscar zulu
cs_0929.wav,kilo zero x-ray romeo
cs_0309.wav,echo two hotel mike
cs_0076.wav,juliett delta five kilo juliett echo
cs_0784.wav,echo mike two bravo
rep_0002.wav,five nine
cs_0439.wav,x-ray quebec four alpha lima
cs_0849.wav,kilo delta six alpha foxtrot
cs_0084.wav,juliett bravo eight foxtrot sierra kilo
rep_0381.wav,five nine nine four zero
rep_0214.wav,five nine six four five
cs_0266.wav,whiskey tango one november kilo
cs_0693.wav,kilo charlie one x-ray hotel
cs_0288.wav,whiskey six lima quebec
rep_0173.wav,five nine four zero eight
cs_0340.wav,juliett november nine zulu
cs_0398.wav,whiskey four zulu x-ray
cs_0183.wav,kilo romeo six hotel foxtrot lima
rep_0024.wav,five nine eight seven two
cs_0327.wav,echo charlie three papa x-ray
cs_0740.wav,kilo papa three uniform whiskey
cs_0511.wav,kilo nine whiskey
cs_0563.wav,foxtrot five tango quebec
cs_0679.wav,zulu alpha five yankee kilo
cs_0838.wav,oscar foxtrot zero uniform
cs_0198.wav,papa four juliett india tango
cs_0568.wav,whiskey foxtrot two bravo
cs_0875.wav,november three bravo
cs_0135.wav,juliett echo eight lima juliett whiskey
cs_0520.wav,kilo one x-ray tango
rep_0013.wav,five nine six three five
cs_0177.wav,zulu mike nine uniform quebec charlie
rep_0121.wav,five nine
cs_0602.wav,whiskey hotel eight india
rep_0200.wav,five nine five five zero
cs_0748.wav,mike papa three india uniform
cs_0811.wav,zulu mike two quebec echo
cs_0897.wav,kilo x-ray two hotel hotel
cs_0102.wav,juliett alpha five bravo golf uniform
cs_0778.wav,whiskey one echo
cs_0477.wav,november four hotel tango
cs_0559.wav,lima three juliett lima
cs_0424.wav,kilo sierra three mike uniform
cs_0430.wav,whiskey zero india victor
cs_0310.wav,x-ray hotel nine bravo
cs_0685.wav,bravo romeo one bravo
cs_0413.wav,juliett zulu nine sierra delta
rep_0251.wav,five nine four one five
rep_0247.wav,five nine zero zero seven
cs_0779.wav,tango yankee five oscar alpha
cs_0635.wav,juliett bravo five sierra mike
cs_0737.wav,kilo foxtrot six uniform
rep_0313.wav,five nine seven two four
cs_0942.wav,kilo golf two uniform romeo
rep_0386.wav,five nine eight nine two
rep_0076.wav,five nine seven eight one
rep_0237.wav,five nine two seven nine
rep_0115.wav,five nine four six eight
cs_0405.wav,whiskey oscar zero uniform echo
cs_0127.wav,juliett kilo three bravo juliett quebec
cs_0906.wav,kilo tango two delta zulu
cs_0852.wav,kilo zero kilo sierra
cs_0747.wav,india juliett one oscar
cs_0011.wav,juliett papa eight golf whiskey foxtrot
rep_0344.wav,five nine zero six two
cs_0732.wav,whiskey bravo eight quebec
cs_0489.wav,kilo uniform one lima delta
cs_0781.wav,whiskey hotel two alpha
rep_0264.wav,five nine zero nine seven
cs_0647.wav,lima juliett one victor juliett
rep_0061.wav,five nine two zero two
rep_0289.wav,five nine zero four
cs_0757.wav,november echo six hotel
cs_0376.wav,juliett five charlie
cs_0871.wav,whiskey nine hotel foxtrot
rep_0269.wav,five nine five nine eight
cs_0923.wav,juliett hotel zero victor uniform
rep_0097.wav,five nine one seven one
cs_0186.wav,kilo sierra nine echo victor oscar
cs_0828.wav,mike golf seven alpha
cs_0956.wav,whiskey seven quebec alpha
cs_0780.wav,kilo yankee nine alpha uniform
cs_0536.wav,oscar four zulu
rep_0124.wav,five nine eight four eight
cs_0262.wav,november india zero whiskey yankee
rep_0188.wav,five nine one nine one
